,tweet_id,user_username,author_id,user_name,text,created_at,in_reply_to_user_id,user_created_at,user_description,user_location,retweet_count,like_count,quote_count,user_followers_count,user_following_count,sourcetweet_type,tokenized_text,hashtags,punctuation
106,1278185079311863808,JMB_NL,1472362512,Johan030,"@SocialPapercut @AutiLeven @SNeurotypicals That is actually a big problem I perceive with the #neurodiversity movement. There is no interest in using/generating valid data. Anecdotes, assumptions, basing claims (like the IFL/PFL discussion) on insufficient and non-representative data, it's all fine with the ND movement.",2020-07-01T04:34:05.000Z,9.848562468419543e+17,2013-05-31T15:12:35.000Z,"Comp/electro/sci nerd | Pro-vaxx, GMOs and peaceful nuke tech | Amateur radiation det. and physics enthusiast | PD1JMB |
👉 @dynode@mas.to","Utrecht, The Netherlands",0,0,0,342,324,,actually big problem perceive movement interest using generating valid data anecdotes assumptions basing claims like ifl pfl discussion insufficient nonrepresentative data fine nd movement,['#neurodiversity'],"['', '', '', '', '', '', '', '', '', '']"
107,1278181706407780358,DifferentlyMike,795734260070158337,DifferentlyWired,Autistic burnout - A guest author offers a different perspective on neurodiversity. Differently Wired https://t.co/3lBbxndKmY,2020-07-01T04:20:40.000Z,,2016-11-07T21:06:46.000Z,"Dyslexic/Dyspraxic/ADHD blogger offering tips and techniques for the #neurodiversesquad to excel in the workplace. Keen cyclist, ultra runner, love the outdoors","Cheltenham, England",0,0,0,2242,973,,autistic burnout guest author offers different perspective differently wired,[],"['', '']"
109,1278167457891483648,AuthorKAExcell,867462846715576320,K. A. Excell,"Today, let's be a little more caring and a little more inclusive. We can all help make life brighter for people who spend too much time in the shadows. #Neurodiversity https://t.co/2Rddo3r3Pq",2020-07-01T03:24:03.000Z,,2017-05-24T19:30:34.000Z,"Editor, Author, Word-Nerd.

#scifi #fantasy. Sister of Autism, Dancer, Martial Artist. Writes #Neurodivergent characters. Author of the Projector War Saga.",,0,3,0,920,1004,,today lets little caring little inclusive help make life brighter people spend much time shadows,['#neurodiversity'],"['', '', '']"
123,1278155472390901760,AspieAttitude,2861717304,AspieWithAttitude,"This my last week's video upload from my #autistic YouTube channel ""Aspie With Attitude"". https://t.co/8yQ9IkKd7F

#autism #Aspergers #AutismAwareness #autismacceptance #Neurodiversity #ASD #hyperfocus",2020-07-01T02:36:26.000Z,,2014-10-18T03:08:45.000Z,39 year old autistic YouTube creator.,"Melbourne, Australia",1,0,0,105,214,,last weeks video upload youtube channel aspie attitude,"['#autistic', '#autism', '#aspergers', '#autismawareness', '#autismacceptance', '#neurodiversity', '#asd', '#hyperfocus']","['', '', '']"
128,1278327325340418048,BadassActivist,200525669,"Autistically, Eve","Autism Is an Identity, Not a Disease: Inside the Neurodiversity Movement https://t.co/51oWeNmjLj",2020-07-01T13:59:19.000Z,,2010-10-09T14:46:22.000Z,Autistic vintage 1972 & Parenting Autistics Since ‘93. Pronouns: She/Her/They/Them #ActuallyAutistic #AutisticElder #AutisticWriter #AutisticArtist,559,0,0,0,2390,4675,,autism identity disease inside movement,[],"['', '']"
130,1278325967623241729,DiscoveringRose,968173136754696195,Erica Trinity Terry-Rose,"5/5

Tags: #homelearning #elearning #onlinelearning #learning #education #neurodiversity #autism",2020-07-01T13:53:55.000Z,9.681731367546962e+17,2018-02-26T17:17:18.000Z,"💚 Crisis Peer Support Worker
⭐️ BA (Hons) 
👩🏻‍💻MSc MH & wellbeing in Education 09/22 @bucksnewuni
🎨 CCCU Creatives
🌸#ActuallyAutistic",Adisham,1,0,0,294,1122,,tags,"['#homelearning', '#elearning', '#onlinelearning', '#learning', '#education', '#neurodiversity', '#autism']","['', '']"
131,1278325965433815040,DiscoveringRose,968173136754696195,Erica Trinity Terry-Rose,"3/5

Neurodiversity is something which has always fascinated me, and when I was fortunate enough to work for the @AutismArts2019 at @UniKent last April, I automatically felt more at home, than anywhere else!",2020-07-01T13:53:54.000Z,9.681731367546962e+17,2018-02-26T17:17:18.000Z,"💚 Crisis Peer Support Worker
⭐️ BA (Hons) 
👩🏻‍💻MSc MH & wellbeing in Education 09/22 @bucksnewuni
🎨 CCCU Creatives
🌸#ActuallyAutistic",Adisham,0,0,0,294,1122,,something always fascinated fortunate enough work last april automatically felt home anywhere else,[],"['', '', '', '', '']"
134,1278325686613225473,haleymossart,85326020,Haley Moss,"This was probably one of the most thorough pieces of journalism I read about the #neurodiversity movement. And it features some awesome folks like @autistichoya, @JustStimming @johnrobison, @MorenikeGO and more. 

 https://t.co/nXapx8hxLP",2020-07-01T13:52:48.000Z,,2009-10-26T14:23:06.000Z,"FL Lawyer. #ActuallyAutistic Author, Advocate, Educator. Passionate about neurodiversity, inclusion & mental health. Pokémon stan. Strong opinions mine. she/her",💌: info@haleymoss.com,70,142,8,7800,5972,,probably one thorough pieces journalism read movement features awesome folks like,['#neurodiversity'],"['', '', '', '']"
135,1278325574012821506,BadassActivist,200525669,"Autistically, Eve","Autism Is an Identity, Not a Disease: Inside the Neurodiversity Movement by Katherine Reynolds Lewis in @elemental https://t.co/It2id4pCIQ",2020-07-01T13:52:21.000Z,,2010-10-09T14:46:22.000Z,Autistic vintage 1972 & Parenting Autistics Since ‘93. Pronouns: She/Her/They/Them #ActuallyAutistic #AutisticElder #AutisticWriter #AutisticArtist,559,1,0,0,2390,4675,,autism identity disease inside movement katherine reynolds lewis,[],"['', '']"
138,1278324943776710657,pranesh,7788062,Pranesh Prakash,Critiques of the #neurodiversity movement. https://t.co/Q1St3QwvSq #CriticalNeurodiversityStudies #CritTheory #SJS,2020-07-01T13:49:51.000Z,,2007-07-28T17:52:27.000Z,"prāṇēś prakāś

Law+policy consultant: #a2k #privacy #FoE #infosec #FOSS #a11y #NetNeutrality. 

zhōngyōng & anēkāntavāda.

Past: @cis_india/@yaleisp

Hire me!","Madras, Tamil Nadu, India",0,1,0,17129,314,,critiques movement,"['#neurodiversity', '#criticalneurodiversitystudies', '#crittheory', '#sjs']",['']
142,1278324482386595840,SAP_Jarret,21263041,Jarret Pazahanick,Neurodiversity in the tech sector - #SAP and #Cloud9 Insight make it all about the individual https://t.co/3VmFuhZO5l #EnSw,2020-07-01T13:48:01.000Z,,2009-02-19T01:16:58.000Z,Former SAP and SuccessFactors Payroll Consultant / SAP Mentor Alumni - Retired in 2021,Houston,0,1,0,11829,551,,tech sector insight make individual,"['#sap', '#cloud9', '#ensw']",['']
145,1278323930894393346,amandapeddle69,4257521535,Amanda Peddle TAMs Journey Author Inside Out OSYP,Our AMAZING friend @EDVARDOSHADALOW  has wwitten this outstanding piece for @gaytimesmag and supported by @Autism on being autistic and +LGBTQ #AutismAwareness #Neurodiversity #LBGTQ #queerart #acceptance #awareness https://t.co/SFnSd0guOZ,2020-07-01T13:45:49.000Z,,2015-11-23T13:55:33.000Z,"Practitioner, Consultant, Author. Creator of ERA model and TAMs Journey making Neuro-Education accessible for all #veteranowned #neuroscience #neurodiversity","South East, England",1,0,0,1235,2532,quoted,amazing friend wwitten outstanding piece supported autistic lgbtq,"['#autismawareness', '#neurodiversity', '#lbgtq', '#queerart', '#acceptance', '#awareness']",['']
147,1278322838248849408,EastonHoule,1188928538717630465,Easton Houle,"Woah, I never thought of the consequences of this intersection before: 'ADHD while Black'
#LiftBlackVoices #Neurodiversity
https://t.co/kYI4KzOJKC",2020-07-01T13:41:29.000Z,,2019-10-28T21:20:51.000Z,"Phylogeography of Hebrew Cantillation; MSc. @McGill;
a fan of 
Eco-Evolutionary Dynamics and 
the study of Biological Invasions;
Hendry, Bell, Larsson labs",Canada,0,0,0,34,80,,woah never thought consequences intersection adhd black,"['#liftblackvoices', '#neurodiversity']","['', '', '', '']"
149,1278322063946723330,BytesDyslexia,1129773331681632259,Dyslexia Bytes,"This'll be great. You can pop in &amp; out of a FULL DAY of #dyslexia, #neurodiversity, #paradigm shifting, #educational, #scientific, &amp; #SEN talks, and it's ABSOLUTELY FREE!
I'll be presenting from 1pm BST, for my half-hour slot. 
Saturday, 18th July.
I can't wait to see you there! https://t.co/OzV5nFM9ZX",2020-07-01T13:38:24.000Z,,2019-05-18T15:38:47.000Z,"Dedicated to raising awareness, passionate about learning.
Training, conference speaking, research, bringing people together.
#Dyslexia #SEN https://t.co/Lxfk6y43F0","Yorkshire, UK",2,3,0,1810,2097,quoted,thisll great pop full day shifting talks absolutely free ill presenting pm bst halfhour slot saturday july cant wait see,"['#dyslexia', '#neurodiversity', '#paradigm', '#educational', '#scientific', '#sen']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
151,1278320348958806023,BeyondTheDoorTO,1173651271561162753,Beyond The Door,Happy Canada Day! Stay safe #autism #asd #autismspeaks #autismontario #autismspectrum #beyondthespectrum #BeTheChange  #neurodiversity #endthestigma @autismspeaksCAN @autismONT @autismCanada @geneva_centre @autism @AMHAwareness @Spectrum @ONTSpecialNeeds @ONTABA1 https://t.co/5a7reOCQkJ,2020-07-01T13:31:35.000Z,,2019-09-16T17:34:29.000Z,Beyond the Door Behaviour Associates (BTD) is committed to helping children living Autism through 1:1 hands-on service since 2006,"Toronto, Ontario",0,1,0,150,179,,happy canada day stay safe,"['#autism', '#asd', '#autismspeaks', '#autismontario', '#autismspectrum', '#beyondthespectrum', '#bethechange', '#neurodiversity', '#endthestigma']",['']
154,1278318815722471428,davewilson2,34884708,Dave Wilson 🎧 🐢🐾,"@anxious_doctor @usycool1 Gotta love neurodiversity, I'm neither right nor wrong (except with forms 😕) but I always seem to unintentionally be the polar opposite to everyone else! i've started to embrace it now, thats why my scrubs are cooler than everyone else and I do substance misuse",2020-07-01T13:25:30.000Z,9.821153672952463e+17,2009-04-24T08:57:56.000Z,"Occasional Parody, Dad, 🏄‍♂️, 90s 🧀 , a GP somehow, #adhd #mentalhealth, #YesCymru, gooner, vmo (and on that day). Tweets reflect being me... 🤦🏼‍♂️🙂",@davewilson2@toot.wales,0,1,0,628,347,,gotta love im neither right wrong except forms always seem unintentionally polar opposite everyone else ive started embrace thats scrubs cooler everyone else substance misuse,[],"['', '', '😕', '', '', '']"
155,1278318048206872576,samzabell,233762040,Sam Zabell,I learned so much from @KatherineLewis’s fantastic reporting on neurodiversity in @elemental. Encourage you read or bookmark this feature! #longreads https://t.co/1kNLDPaYMs,2020-07-01T13:22:27.000Z,,2011-01-04T01:45:54.000Z,editorial strategy at @duolingo / i used to talk on #AdulthoodMadeEasy / i've probably read that book,NYC,0,2,0,2291,1070,quoted,learned much fantastic reporting encourage read bookmark feature,['#longreads'],"['’', '', '']"
157,1278317869852315648,theNDbaker,341917260,The Neurodiverse Baker,As much as I am proud to be #autistic I am equally proud to be Canadian. Happy Canada Day!🇨🇦 #actuallyautistic #autistic #neurodiversity #neurodiverse #neurodivergent #autism #canada #britishcolumbia #penticton #bc #autisticpride #canadianpride #autisticandproud #canadianandproud https://t.co/CbOWmC9joP,2020-07-01T13:21:44.000Z,,2011-07-25T04:56:53.000Z,Late diagnosed autistic adult sharing her story through food and sharing inclusive recipes (still to come). Please stick around as I share my story.,Penticton,0,0,0,187,246,,much proud equally proud canadian happy canada day,"['#autistic', '#actuallyautistic', '#autistic', '#neurodiversity', '#neurodiverse', '#neurodivergent', '#autism', '#canada', '#britishcolumbia', '#penticton', '#bc', '#autisticpride', '#canadianpride', '#autisticandproud', '#canadianandproud']","['', '', '🇨🇦']"
158,1278317865846833152,thecoinhunter,16370014,Joanna Strom,Neurodivergence: Provoking a New Mind Sight - via @smedian_network #ArtificialIntelligence #Neurodiversity #Neuroscience #Humanity https://t.co/IGV42JBKcy,2020-07-01T13:21:43.000Z,,2008-09-19T20:46:51.000Z,Thought Leader/Writer/Creative,"Texas, USA",0,0,0,1151,4880,,neurodivergence provoking new mind sight via,"['#artificialintelligence', '#neurodiversity', '#neuroscience', '#humanity']","['', '']"
166,1278314849722916865,elemental,1113222902999060480,Elemental,"6/6 The aim is to build a world where neurodiversity is embraced and valued. 

“I want to work hard to make things better for the next generations... So that every generation grows up with more rights and less barriers,” says advocate Haley Outlaw.

https://t.co/7oMjP110ua",2020-07-01T13:09:44.000Z,1.1132229029990605e+18,2019-04-02T23:33:17.000Z,"Wellness, backed aggressively by science. A new publication from @Medium. 

Find us on Instagram: https://t.co/JFF8SBOWGP",,0,4,0,23576,32,,aim build world embraced valued want work hard make things better next generations every generation grows rights less barriers says advocate haley outlaw,[],"['', '', '“', '', '', '”', '']"
167,1278314847680245763,elemental,1113222902999060480,Elemental,"4/ “Disability culture is so full of joy. We dance together; we support each other; we share pictures; we make families together,” says Margaret Price, an @OhioState professor.

https://t.co/7oMjP110ua",2020-07-01T13:09:44.000Z,1.1132229029990605e+18,2019-04-02T23:33:17.000Z,"Wellness, backed aggressively by science. A new publication from @Medium. 

Find us on Instagram: https://t.co/JFF8SBOWGP",,0,2,0,23576,32,,disability culture full joy dance together support share pictures make families together says margaret price professor,[],"['', '', '“', '', '', '', '', '', '”', '', '']"
168,1278314845474041857,elemental,1113222902999060480,Elemental,"2/ “People don’t see disability as an identity; it’s a condition to be cured. No, we do not want a cure for a part of our neurology that’s a part of who we are, just like there’s no cure for Blackness,” says @MorenikeGO, a professor in Houston, Texas 

https://t.co/7oMjP110ua",2020-07-01T13:09:43.000Z,1.1132229029990605e+18,2019-04-02T23:33:17.000Z,"Wellness, backed aggressively by science. A new publication from @Medium. 

Find us on Instagram: https://t.co/JFF8SBOWGP",,1,2,1,23576,32,,people see disability identity condition cured want cure part neurology part like cure blackness says professor houston texas,[],"['', '', '“', '’', '', '’', '', '', '’', '', '’', '', '”', '', '']"
